Sentence,Artistic Process,Best Selling Books,Blueprints Toolkit,Business Models,Discovery Invention,Expert Advice Recommentations,Governance Structure,Health Regimes,Industry Standards,Lifestyle,Operations Manual,Philosopy Values,Production Method,Regulations,Solutions Playbooks,Strategies,Category_Tag,Filename
"There will be a better 
understanding of the digital divide—the differences in access to hardware, connectivity, and the right soft -
ware, but also the huge shortfall of teachers with the digital skills.",2.029523,5.817843,1.846684,5.467747,8.550871,35.248149,2.156067,2.354469,6.124516,3.717302,1.618256,8.929841,2.466817,3.608725,5.953329,4.109861,Expert Advice Recommentations,Executive-Summary.pdf
∞This will create an opening.,2.111773,4.615392,7.537705,12.48494,12.729716,3.975117,1.310553,3.630239,10.291676,2.134705,6.159088,4.428459,5.276142,13.004225,4.270255,6.040016,Regulations,Executive-Summary.pdf
It is important to use it to build back better .,2.232364,2.00999,4.65939,3.818473,4.125473,21.481712,1.136857,4.403794,5.589726,3.104731,1.551228,11.610435,13.965805,5.605368,3.021751,11.682901,Expert Advice Recommentations,Executive-Summary.pdf
"Innovations in the Coping and 
Continuity periods will have shown what is possible when countries focus on the most effective and equi -
table approaches to close learning gaps for all children.",1.475023,4.605625,4.61016,3.666658,7.723437,25.589248,2.004871,2.780568,6.118932,2.353955,2.027001,6.13683,4.719627,4.635802,12.039955,9.512308,Expert Advice Recommentations,Executive-Summary.pdf
"It is crucial to learn from those successes and inte -
grate them into regular processes—including through more effective use of technology in remote-learning 
systems; early-warning systems to prevent dropout; pedagogy and curriculum for teaching at the right level 
and building foundational skills; and ramped-up support for parents, teachers, and students, including 
socioemotional support.",1.154975,4.099805,5.667647,4.002239,4.335892,34.188341,1.550748,3.753002,6.77674,4.343308,1.868191,5.20744,3.754932,4.155316,9.815669,5.325755,Expert Advice Recommentations,Executive-Summary.pdf
"The drive for better education has to start now
Every education system in the world is in emergency-response mode.",1.319519,4.660278,3.73881,5.034941,5.930705,11.496477,3.103602,2.845291,17.284551,4.208258,2.003086,8.703276,2.690975,14.699107,6.97653,5.304594,Industry Standards,Executive-Summary.pdf
"This is entirely appropriate, given 
how suddenly this crisis arrived.",1.188881,4.133155,2.822099,3.476093,12.349718,7.493844,2.20389,2.54039,24.439706,1.588141,2.144043,7.829957,2.759486,18.989237,3.044781,2.996578,Industry Standards,Executive-Summary.pdf
"The immediate priority is coping—which means first protecting health and 
safety and then doing everything possible to keep students engaged through remote learning and other con -
nections with the school.",0.680333,4.035496,2.824189,1.325707,2.136237,41.207425,1.723677,1.846905,4.754833,10.329154,1.358117,9.705512,1.3461,6.863357,4.594219,5.268739,Expert Advice Recommentations,Executive-Summary.pdf
"PHOTO BY: © SARAH FARHAT/WORLD BANK
8THE COVID-19 PANDEMIC:  SHOCKS TO EDUCATION AND POLICY RESPONSES  EXECUTIVE SUMMARYBut the planning for a better future has to start now.",1.459974,13.327868,3.033372,3.01354,5.500767,16.938003,4.533091,2.04231,6.225986,3.250909,0.864271,10.627664,1.738827,14.336534,4.816373,8.29051,Expert Advice Recommentations,Executive-Summary.pdf
"Even as systems cope with school closures, they need 
to start planning how to manage continuity when schools reopen and how to improve and accelerate learning.",1.121298,3.161016,4.542806,3.461647,2.624118,33.402298,4.573579,1.636471,3.142219,2.120632,3.101346,7.245851,3.42482,4.180314,11.953408,10.308177,Expert Advice Recommentations,Executive-Summary.pdf
"The guiding principle should be to use every opportunity, in each phase, to do things better.",1.691946,1.161735,2.929992,5.048432,2.783382,15.256984,1.935624,2.185953,4.732262,2.56007,2.256956,26.783563,5.809553,3.679488,3.630487,17.553572,Philosopy Values,Executive-Summary.pdf
"By learning from 
innovations and emergency processes, systems can adapt and scale up the more effective solutions.",0.996113,1.399063,6.238268,8.440166,6.954255,13.444693,2.216565,2.209233,4.779057,1.751078,2.472625,3.094367,8.811761,2.995497,20.632479,13.564781,Solutions Playbooks,Executive-Summary.pdf
"In doing 
so, they could become more effective, more agile, and more resilient.",1.476992,1.721469,2.336913,3.596711,5.593658,28.616749,2.757073,1.967398,3.090553,4.12432,0.918733,8.858605,10.753766,3.26781,3.898449,17.020799,Expert Advice Recommentations,Executive-Summary.pdf
"A vision and proactive action will help 
not only mitigate the damage from the current crisis, but could turn recovery into real growth.",1.752917,3.874367,4.520954,9.702068,4.57393,16.56902,2.977253,3.680086,3.507399,3.543843,0.937184,13.402533,4.504428,3.033919,7.941146,15.478954,Expert Advice Recommentations,Executive-Summary.pdf
"Societies have 
a real opportunity to “build back better.”",1.476236,3.639892,2.54575,4.488454,8.858636,7.9639,2.400483,2.653904,2.663389,6.277601,0.434238,38.155544,5.982935,3.588807,1.781811,7.08842,Philosopy Values,Executive-Summary.pdf
They should seize it.,2.084669,7.078301,0.960556,5.740501,3.917793,3.926089,7.096192,3.593759,5.073342,2.137584,0.75564,20.068619,1.858088,26.335426,1.603921,7.769519,Regulations,Executive-Summary.pdf
"Endnotes
1 UNESCO Institute for Statistics.",0.618407,3.978974,5.773968,1.153507,6.846246,4.771715,1.189981,0.960359,39.757127,2.094312,0.853852,3.375436,0.594046,24.397562,2.274308,1.3602,Industry Standards,Executive-Summary.pdf
2020. “,1.126137,5.381381,4.022824,3.9944,4.304084,13.482304,1.063734,1.963944,19.854046,1.645829,1.783069,5.557799,1.927726,24.007187,2.140554,7.744982,Regulations,Executive-Summary.pdf
Out of School Children and Youth.”,1.14313,37.733042,1.99547,3.031357,2.938361,7.906288,2.958611,3.981445,3.277057,8.880203,0.758916,10.463021,1.504564,8.653034,2.463234,2.312265,Best Selling Books,Executive-Summary.pdf
"http://uis.unesco.org/en/topic/out-school-children-and-
youth .",1.043084,23.258279,2.358204,3.702769,3.928806,14.549483,1.868272,3.228468,6.165589,5.79669,1.049186,15.38906,1.215538,10.152,3.325498,2.969073,Best Selling Books,Executive-Summary.pdf
(Retrieved April 17.),1.168202,22.72112,3.381836,2.508538,4.846286,2.272766,1.571649,1.939321,7.427811,0.466544,1.455699,1.477539,0.939936,44.675242,2.239859,0.90765,Regulations,Executive-Summary.pdf
2 World Bank.,0.34911,3.056092,0.508835,5.66562,5.346561,1.14442,0.987542,1.240796,9.968281,1.199527,0.218314,0.868425,0.560197,66.643624,0.964773,1.277884,Regulations,Executive-Summary.pdf
2019 .,1.033825,2.755784,1.789792,2.214471,2.126769,8.595601,0.93964,1.567837,16.334363,1.247649,1.905432,3.214098,1.456484,48.065746,2.278559,4.47395,Regulations,Executive-Summary.pdf
Ending Learning Poverty: What Will It Take?,1.794694,21.175539,3.319806,2.761134,2.377931,13.276404,1.994398,9.581512,4.532252,10.744854,1.397299,14.372612,2.13553,3.87197,3.599506,3.064559,Best Selling Books,Executive-Summary.pdf
"Washington, DC: World Bank.",0.220618,3.354049,0.389501,3.147818,5.568497,1.284521,1.513359,0.675247,6.045206,1.004242,0.152497,1.008929,0.209487,73.666323,0.88406,0.875647,Regulations,Executive-Summary.pdf
"https://openknowledge.worldbank.org/
handle/10986/32553.",0.454961,7.347052,1.593927,6.721299,9.04979,5.466084,1.052911,2.803625,12.927944,2.977476,0.469419,4.426188,0.669847,40.380275,2.063003,1.596199,Regulations,Executive-Summary.pdf
3 World Bank.,0.375724,2.245416,0.530704,4.182866,3.456925,1.167206,1.059326,1.040419,7.711621,0.874355,0.190383,0.803446,0.55415,73.679843,0.845825,1.28179,Regulations,Executive-Summary.pdf
2018,0.973207,5.079058,3.105994,2.388629,2.260793,5.730499,1.286972,1.526834,13.808571,1.595899,2.062448,3.760173,1.274362,48.687805,2.190021,4.268735,Regulations,Executive-Summary.pdf
World Development Report 2018: Learning to Realize Education's Promise .,1.566374,8.265609,4.772698,4.097504,4.437432,12.078997,3.306005,2.682486,14.819775,4.597172,1.233359,8.789217,1.637125,9.2839,13.359418,5.072928,Industry Standards,Executive-Summary.pdf
"Washington, DC: World Bank.",0.220618,3.354049,0.389501,3.147818,5.568497,1.284521,1.513359,0.675247,6.045206,1.004242,0.152497,1.008929,0.209487,73.666323,0.88406,0.875647,Regulations,Executive-Summary.pdf
"https://
openknowledge.worldbank.org/handle/10986/28340.",0.387106,6.299157,1.431942,6.100548,7.926076,4.526093,0.999542,2.403561,11.808122,2.213434,0.488547,3.159657,0.615229,47.60843,2.513962,1.518592,Regulations,Executive-Summary.pdf
4 World Bank.,0.319489,2.199271,0.539145,4.545986,3.496959,1.059,0.86672,0.934646,9.061477,0.901959,0.236526,0.786123,0.61772,72.190561,1.010195,1.234224,Regulations,Executive-Summary.pdf
2020. “,1.126137,5.381381,4.022824,3.9944,4.304084,13.482304,1.063734,1.963944,19.854046,1.645829,1.783069,5.557799,1.927726,24.007187,2.140554,7.744982,Regulations,Executive-Summary.pdf
World Bank Education and COVID-19.”,0.934066,7.687937,1.371213,4.615591,7.827261,4.469402,2.036717,2.116856,22.722338,1.703983,0.839778,3.561376,1.413056,32.68408,3.091641,2.924705,Regulations,Executive-Summary.pdf
Interactive Map.,2.702351,2.896123,69.230086,3.256152,2.042766,2.107096,0.852037,0.968366,2.778302,0.878017,1.813321,0.473859,0.742955,3.127775,4.921627,1.209166,Blueprints Toolkit,Executive-Summary.pdf
April 24.,1.356334,4.945422,1.94007,1.883832,1.869453,6.441226,1.794039,1.178048,6.108714,0.621978,1.278621,2.419337,1.231464,62.234301,3.906848,0.790313,Regulations,Executive-Summary.pdf
"https://www.worldbank.org/en/data/
interactive/2020/03/24/world-bank-education-and-covid-19
5 IMF (International Monetary Fund).",0.701687,4.162075,2.291155,3.880179,7.209069,7.15136,1.179664,2.825551,16.613115,1.997213,0.701467,3.116074,0.987092,44.020332,1.588202,1.575765,Regulations,Executive-Summary.pdf
2020,1.060865,3.951507,4.089662,3.55597,3.136181,11.195398,0.811717,1.525085,21.811312,1.389086,1.592488,4.778222,1.592897,29.463339,1.785332,8.26094,Regulations,Executive-Summary.pdf
"World Economic Outlook, April 2020 .",0.595421,2.731007,3.885707,12.55864,3.06659,16.111466,0.930649,2.597203,14.989898,3.454819,1.284878,4.945719,1.474953,17.150436,2.794172,11.428441,Regulations,Executive-Summary.pdf
International Monetary Fund.,0.229626,1.480721,0.495237,0.927329,1.143948,1.010591,0.399479,0.413834,9.004577,0.319181,0.177768,0.406545,0.172275,83.176323,0.266074,0.376493,Regulations,Executive-Summary.pdf
"PHOTO BY: © SARAH FARHAT/WORLD BANK
9EXECUTIVE SUMMARY THE COVID-19 PANDEMIC:  SHOCKS TO EDUCATION AND POLICY RESPONSES v
PHOTO BY: © DESHAN TENNEKOON/WORLD BANK PHOTO BY: © ARNE HOEL/WORLD BANK",1.465537,17.733306,2.793925,2.785703,7.526526,4.96346,3.894585,1.546919,11.505165,1.403956,0.977319,5.06194,1.171484,31.221484,3.329751,2.618941,Regulations,Executive-Summary.pdf
"focus In  transit
Your gateway to International Standards #1434014
32
48ISOfocus November-December 2020 – ISSN 2226-1095
ISOfocus , the magazine of the International Organization for Standardization,  
is published six times a year.",0.428362,4.102895,1.936029,1.61142,5.797743,4.087012,0.904317,0.810176,45.095596,0.860686,1.119514,1.286316,0.53804,26.55578,3.395778,1.470337,Industry Standards,ISOfocus_143_en.pdf
"You can discover more content on our Website  
at iso.org/isofocus , or by staying connected with us on :
TWITTER FACEBOOK Youtube Flickr linkedin
Head of Communication | Vanessa Von der Mühll
Editor-in-Chief | Elizabeth Gasiorowski-Denis
Writers | Ann Brady, Rick Gould, Kath Lockett, Clare Naden
Copy editor and Proofreader | Vivienne Rojas
Designers | Xela Damond, Pierre Granier, Alexane Rosa
Translation team | Leïla Esteban, Alexandra Florent
Subscriptions and back issues
If you enjoy ISOfocus , you can download the pdf for free or subscribe to receive  
printed issues through our Website iso.org/isofocus .",1.861811,12.245437,5.303873,4.033337,13.332856,13.222146,2.423466,3.059856,10.563656,2.751487,1.375317,3.730443,1.947279,19.24305,3.180201,1.725784,Regulations,ISOfocus_143_en.pdf
"You can also contact  
our customer service at customerservice@iso.org .",0.901132,2.306662,2.136725,16.019613,3.76361,6.182749,2.255991,1.439911,25.982907,1.696806,2.133485,1.872838,1.86899,12.472752,11.239954,7.725876,Industry Standards,ISOfocus_143_en.pdf
"Contributions
You can participate in creating this magazine.",2.567222,17.672316,5.344186,5.256116,5.050898,14.201044,2.572485,1.513846,9.706063,3.973249,1.817393,3.294419,1.128479,7.514647,15.937809,2.449828,Best Selling Books,ISOfocus_143_en.pdf
"If you think your contribution  
can add value to any of our sections, please get in touch at isofocus@iso.org .",0.882068,5.599894,6.16364,5.171002,6.836364,15.793043,2.494021,2.031401,20.59489,1.375041,1.682092,8.869924,1.093133,13.358999,5.553402,2.501086,Industry Standards,ISOfocus_143_en.pdf
"Views expressed are those of the respective contributors and are not necessarily  
those of ISO or any of its members.",2.46154,6.87905,5.13349,8.22875,2.663113,11.045517,5.862046,3.449744,20.913263,3.871811,1.117703,6.376005,2.397138,11.929545,4.594696,3.076591,Industry Standards,ISOfocus_143_en.pdf
"© ISO 2020
Published in Switzerland.",0.750894,2.75306,4.696564,2.262115,11.179411,6.539725,0.6139,1.91623,27.154377,1.424046,2.130626,2.265219,0.847658,32.152,1.814681,1.499493,Regulations,ISOfocus_143_en.pdf
