Sentence,Adult,Arts and Entertainment,Autos and Vehicles,Beauty and Fitness,Business and Industrial,Computers and Electronics,Finance,Food and Drink,Games,Health,Hobbies and Leisure,Home and Garden,Internet and Telecom,Jobs and Education,Law and Government,News,Online Communities,People and Society,Pets and Animals,Real Estate,Reference,Science,Sensitive Subjects,Shopping,Sports,Travel,Category_Tag,Filename
"∞Beyond providing remote learning, education systems should proactively prevent dropout through com -
munication and targeted financial support for at-risk students .",10.086249,2.359156,1.389335,4.16024,5.697546,5.436934,6.436043,1.766014,3.760101,7.664407,2.044115,1.089805,3.224103,4.297917,3.273882,5.921134,2.830264,2.758369,2.313492,1.414518,1.36616,2.209738,14.950277,1.636328,0.670459,1.243411,Sensitive Subjects,Executive-Summary.pdf
"Outreach to families can also be an im -
portant channel for providing guidance and resources on how best to support children at home while 
schools are closed.",10.460129,1.951228,1.48046,3.653655,2.551287,4.746766,1.826106,1.926252,1.131359,4.873191,3.049416,2.479553,4.546923,6.772304,1.3502,9.691474,9.999834,5.025148,1.631069,3.104182,2.745667,0.873248,10.803258,1.34618,0.560653,1.420457,Sensitive Subjects,Executive-Summary.pdf
"Figure 2.1: The three overlapping phases of the education response
While schools are closed:
• Protect health, safety, and 
nutrition
• Prevent learning loss 
through remote learning
• Draw on tertiary educationAs schools reopen:
• Prevent increase in dropout
• Protect health and safety at 
school
• Prepare for staggered and 
partial reopenings
• Prepare teachers to assess 
learning losses and close 
learning gaps
• Provide adequate ﬁnancing 
for recovery needs, especially 
for disadvantaged studentsThroughout, seize 
opportunities to improve the 
system for the long term:
• Scale up eﬀective 
COVID-response approaches 
(e.g. incorporate remote 
learning, teach at the right 
level, track at-risk students to 
prevent dropout)
• Focus on creating 
build-back-better education 
systems
• Protect and enhance 
education ﬁnancingCopingManaging
continuityImproving and
acceleratingSeize opportunities to make education more inclusive, 
eﬀective, and resilient than it was before the crisis GOAL: 
7EXECUTIVE SUMMARY THE COVID-19 PANDEMIC:  SHOCKS TO EDUCATION AND POLICY RESPONSES  ∞Finally, countries should draw on their universities and other post-secondary institutions  for technology 
support (for example, to ramp up remote learning), rapid training (such as training of nurses and laboratory 
technicians), and access to global knowledge.",9.726421,3.344763,1.873356,4.372099,3.441087,4.531407,1.967187,3.601437,1.336451,7.213864,2.158307,3.181159,0.694724,6.867952,1.769443,21.079902,1.380869,3.622709,1.793143,1.526265,1.784002,2.982915,7.342314,0.873167,0.416524,1.118532,News,Executive-Summary.pdf
"Phase 2: Managing Continuity:  As rules around social distancing are gradually relaxed, systems need to 
ensure that schools reopen safely, student dropout is minimized, and learning recovery starts.",14.184997,3.10253,1.968121,4.609934,3.072197,4.927941,1.328102,2.233497,2.170698,10.183543,2.543725,3.667253,0.832857,7.23199,1.889213,9.724982,1.420297,3.507782,1.812793,2.025018,0.98584,2.382383,11.983804,0.783987,0.432458,0.994056,Adult,Executive-Summary.pdf
"Reopening 
of schools may be a complex process, with staggered openings and possibly cycles of re-closing during flareups.",5.727529,5.447795,2.219414,2.653702,5.78857,5.736591,3.044285,3.386995,2.405737,4.70393,2.084209,5.694784,0.618594,10.460929,0.855928,18.352632,0.933253,2.70432,2.083083,2.695475,0.593005,4.00673,5.31148,0.693442,1.232836,0.564751,News,Executive-Summary.pdf
"Systems need to start planning for this, learning from the experience of systems like China and Singapore 
that have been through the process.",3.23321,1.555627,1.376268,2.204622,7.073489,5.252724,1.830293,1.772497,1.729033,5.389501,1.667155,1.95765,1.122359,14.336056,4.370238,9.244437,2.70034,5.820472,1.561055,1.750801,2.040594,13.806924,5.548242,0.899958,0.541808,1.214648,Jobs and Education,Executive-Summary.pdf
"Beyond ensuring healthy schools, much more needs to be done:
 ∞In many low- and middle-income countries, reopening would need to be preceded by reenrollment cam -
paigns  to minimize student dropout.",11.467605,2.804495,1.667269,3.377068,4.87617,4.226689,2.523212,3.296151,1.112346,11.057404,1.880999,3.048808,0.942687,6.955091,1.514588,16.251878,0.936764,3.813115,2.464603,1.995429,0.764314,1.399981,8.10023,1.618206,0.817103,1.087795,News,Executive-Summary.pdf
"Groups that may be at higher risk of dropout (such as girls or stu -
dents from marginalized communities) should receive targeted support and communications.",3.812198,1.448619,1.190242,4.582245,1.962381,2.159387,1.527186,1.019946,1.353255,6.930933,1.295682,0.661835,2.526803,1.524357,1.191528,14.265942,6.342101,7.79944,2.444109,1.462508,0.854937,0.762218,30.471684,1.310647,0.485281,0.614537,Sensitive Subjects,Executive-Summary.pdf
"∞Once students are back in school, learning recovery  is a top priority, to prevent permanent impacts on 
the opportunities of children and youth.",11.451125,3.587703,2.293285,5.115461,1.953698,6.88897,1.156676,2.589212,1.375218,13.613519,2.065132,1.882373,0.753106,3.457922,1.339974,14.80102,0.944957,3.048244,1.818519,1.037171,0.879068,2.840671,12.306996,0.679512,0.52908,1.591387,News,Executive-Summary.pdf
"This will require a raft of measures targeted at reversing learn -
ing losses, from improved classroom assessment to more focused pedagogies and curriculum (to allow 
teaching at the right post-closures level) to blended use of teaching and technology.",11.714271,3.28817,1.305644,5.465139,2.065028,4.488355,2.514754,1.787069,1.450916,5.939222,1.637427,1.999169,1.052295,10.923946,1.237247,18.108312,2.345729,4.272954,1.38728,1.125561,2.146171,3.274599,7.7702,1.382945,0.459568,0.858028,News,Executive-Summary.pdf
"These efforts will 
need clear system-level guidance and materials, as well as focused, practical training for principals and 
teachers.",11.442237,1.818762,0.716634,4.608188,1.259941,2.830551,1.014033,1.168874,0.709714,2.704109,1.344685,1.522877,0.902781,36.388285,1.757451,5.928906,3.255766,5.972996,1.746879,0.886997,3.116112,2.819817,3.985008,0.971741,0.428153,0.698503,Jobs and Education,Executive-Summary.pdf
"It will also require substantial resources, meaning that education budgets must be protected, at 
a time when families will be less able to support education at home and the demands on public schools 
might increase.",10.265194,2.437649,0.824471,1.284475,2.530673,2.183598,5.481221,1.215759,0.945143,4.982398,1.408161,2.622523,0.615261,5.244918,5.497318,12.183602,0.945774,4.770315,2.515008,2.233303,2.654246,2.804251,21.372807,1.313449,0.782374,0.886108,Sensitive Subjects,Executive-Summary.pdf
"Phase 3: Improving and Accelerating: The crisis also offers an opportunity to build back educational sys -
tems stronger and more equitable than before.",7.228128,2.495057,2.169354,5.488589,4.492542,4.351312,2.568057,2.346719,1.165336,7.926594,2.26194,2.14786,0.594327,10.004382,1.955499,17.693703,1.909729,5.509463,1.378402,0.628725,1.350209,4.423603,8.122913,0.6258,0.697547,0.464208,News,Executive-Summary.pdf
"∞After the pandemic, parents, teachers, mass media, the government, and others will have changed their 
views and perceptions  about their role in the education process.",15.505211,6.400834,0.874366,1.515152,2.806273,2.051441,1.472375,2.039342,1.385956,6.421428,0.617231,0.981878,0.745008,2.538281,1.227394,22.991002,1.798916,7.620547,1.081547,0.517968,1.644579,6.125454,10.463532,0.396361,0.337426,0.440499,News,Executive-Summary.pdf
"For example, parents will have a better 
understanding of the need to work jointly with the schools to foster the education of their children.",17.836581,2.172588,1.143602,1.740929,2.330173,2.630047,1.60565,2.017733,0.961336,3.184946,2.648259,1.367355,2.847121,17.023343,2.52176,8.572726,3.278439,5.281095,2.531487,2.117009,1.31719,4.239368,7.370391,1.636439,0.668443,0.955992,Adult,Executive-Summary.pdf
"Equity 
gaps will have been made more evident, along with the urgent need to narrow them.",3.130658,2.654252,1.57101,2.151623,3.047789,1.838849,5.085323,1.282898,1.070531,2.213047,1.587941,2.216603,0.600271,2.6502,2.097819,44.707003,0.440874,4.151072,1.108862,4.798319,0.546882,2.525794,5.047534,1.554554,1.142831,0.77746,News,Executive-Summary.pdf
"There will be a better 
understanding of the digital divide—the differences in access to hardware, connectivity, and the right soft -
ware, but also the huge shortfall of teachers with the digital skills.",14.69871,3.890674,1.140202,1.644612,2.684733,12.577908,1.232959,0.993652,1.036285,2.383503,1.832312,1.976894,6.170158,10.987262,1.086805,11.542175,2.889319,4.93721,1.129489,0.89523,2.071995,3.216063,5.711587,2.318369,0.325661,0.626233,Adult,Executive-Summary.pdf
∞This will create an opening.,5.634786,4.055739,5.341883,4.898161,10.644796,13.982052,4.833459,6.278257,2.99574,5.79302,2.554034,5.987449,0.944493,2.160832,1.055376,5.679321,0.286747,1.062697,2.390826,1.965882,0.569006,7.257126,0.897882,1.026146,0.844559,0.859732,Computers and Electronics,Executive-Summary.pdf
It is important to use it to build back better .,2.871406,3.00375,4.595165,11.388152,2.923584,12.742899,1.801199,4.560741,1.182354,12.471552,3.201691,2.541932,0.942634,4.355295,0.78198,10.627626,1.986312,3.065968,2.527748,1.802747,0.904063,1.971918,4.57692,1.61063,0.655896,0.905835,Computers and Electronics,Executive-Summary.pdf
"Innovations in the Coping and 
Continuity periods will have shown what is possible when countries focus on the most effective and equi -
table approaches to close learning gaps for all children.",11.706173,3.048577,1.582204,2.608079,3.083559,3.67123,1.103607,1.657581,1.863508,5.790408,2.02979,1.820845,0.934017,5.455633,1.260185,17.905962,2.901371,6.04056,1.218013,0.897177,1.530483,5.049926,12.882497,1.401443,1.293507,1.263662,News,Executive-Summary.pdf
"It is crucial to learn from those successes and inte -
grate them into regular processes—including through more effective use of technology in remote-learning 
systems; early-warning systems to prevent dropout; pedagogy and curriculum for teaching at the right level 
and building foundational skills; and ramped-up support for parents, teachers, and students, including 
socioemotional support.",10.045073,3.599683,1.76486,5.55162,2.275299,5.2475,1.033508,1.835201,2.677065,7.720886,3.84411,1.27475,1.71331,8.642429,1.012828,9.302439,5.017891,7.824764,2.261506,0.731425,1.075976,3.148745,9.10825,1.008112,1.134473,1.148295,Adult,Executive-Summary.pdf
"The drive for better education has to start now
Every education system in the world is in emergency-response mode.",6.633601,2.741965,1.954246,3.314765,3.567651,6.001779,0.947399,1.814156,1.511478,10.619142,1.410182,2.246431,1.268261,9.076618,5.065142,17.944835,1.45358,4.921066,1.764072,0.736034,1.808852,3.267535,8.003537,0.415612,0.979717,0.532345,News,Executive-Summary.pdf
"This is entirely appropriate, given 
how suddenly this crisis arrived.",3.513929,2.816267,2.369818,1.720401,6.378695,4.087777,2.298846,3.053178,0.709533,6.994476,2.588494,2.106397,1.187428,5.74453,4.359584,21.531468,0.411116,5.146748,0.93894,3.355424,1.892078,5.24946,5.509735,0.501897,2.426848,3.106934,News,Executive-Summary.pdf
"The immediate priority is coping—which means first protecting health and 
safety and then doing everything possible to keep students engaged through remote learning and other con -
nections with the school.",6.758453,1.35872,2.114508,5.076262,1.283723,2.663667,0.720981,1.188459,1.904517,14.342653,5.214981,1.412197,0.410391,7.849143,1.351109,6.400876,2.242337,3.723218,1.820058,1.474112,0.650738,1.585489,25.935439,0.404485,0.722066,1.391419,Sensitive Subjects,Executive-Summary.pdf
"PHOTO BY: © SARAH FARHAT/WORLD BANK
8THE COVID-19 PANDEMIC:  SHOCKS TO EDUCATION AND POLICY RESPONSES  EXECUTIVE SUMMARYBut the planning for a better future has to start now.",12.178726,4.248887,2.077481,2.846786,4.769825,3.669028,1.441379,2.44804,0.985086,6.946137,2.144335,2.043085,0.384483,6.679186,3.063922,17.366136,1.046125,7.722777,2.049344,1.046823,1.314199,4.303527,7.144214,0.468139,0.682651,0.929678,News,Executive-Summary.pdf
"Even as systems cope with school closures, they need 
to start planning how to manage continuity when schools reopen and how to improve and accelerate learning.",10.4674,2.276375,1.670915,2.73995,2.618443,4.415025,1.418364,1.888467,2.171095,6.972921,3.232275,3.205762,0.940896,16.452741,1.962299,8.529892,1.555815,2.994882,2.62161,2.746887,1.349938,4.354189,10.871744,1.052574,0.588956,0.900586,Jobs and Education,Executive-Summary.pdf
"The guiding principle should be to use every opportunity, in each phase, to do things better.",3.322385,2.759179,1.845433,3.741636,3.462241,3.004023,1.736257,2.333711,1.240419,7.200408,3.355727,1.343925,1.254266,8.082595,1.360467,15.401548,1.944903,13.676819,1.472903,2.222167,1.06369,6.456629,5.853264,1.284863,2.756333,1.824212,News,Executive-Summary.pdf
"By learning from 
innovations and emergency processes, systems can adapt and scale up the more effective solutions.",5.186729,2.23806,1.233831,2.614033,2.17177,3.776757,1.060733,1.713306,2.316681,5.056173,1.740395,1.140884,1.793548,11.410947,1.069657,21.412129,6.160944,8.653235,1.532975,0.775096,1.04404,7.810523,5.677591,1.205508,0.767107,0.437347,News,Executive-Summary.pdf
"In doing 
so, they could become more effective, more agile, and more resilient.",3.630477,2.749362,2.386093,4.659624,1.790037,5.290287,1.345207,1.801826,2.417932,5.46283,3.369591,1.283951,0.927799,12.062012,2.115171,10.606462,6.267455,10.354564,8.802038,1.857619,0.361595,3.224971,3.255874,1.347499,2.044247,0.585477,Jobs and Education,Executive-Summary.pdf
"A vision and proactive action will help 
not only mitigate the damage from the current crisis, but could turn recovery into real growth.",3.702674,2.913638,1.567315,4.180052,2.000585,4.130944,1.797195,2.408953,0.83812,11.910405,2.767443,1.179218,0.77388,3.199887,1.06676,29.239587,1.349256,7.447294,0.9336,1.943967,0.60942,2.927411,9.237602,0.392237,0.393898,1.088657,News,Executive-Summary.pdf
"Societies have 
a real opportunity to “build back better.”",2.472544,3.501134,1.767559,3.342544,2.399672,3.658779,1.035582,3.874601,0.900624,8.252964,2.090116,2.412541,0.657838,3.080066,1.063536,24.542398,4.543352,15.383258,1.81896,2.503542,0.581199,2.941023,4.015931,1.082678,1.052045,1.025518,News,Executive-Summary.pdf
They should seize it.,4.605971,7.914841,5.806618,4.292514,4.948002,8.054301,1.244112,4.923388,1.872159,7.079371,1.607667,1.880139,0.592285,0.602147,4.192042,20.405249,0.455564,4.224669,3.614224,1.184197,0.996168,2.498967,4.643298,0.519398,0.910551,0.932162,News,Executive-Summary.pdf
"Endnotes
1 UNESCO Institute for Statistics.",4.595467,3.538835,1.159308,2.126964,3.244636,2.394495,3.702798,1.306128,0.812407,4.45264,1.17497,1.691441,0.526413,1.399462,1.400791,11.629642,1.015719,10.04403,1.60626,1.001702,18.018229,10.598636,3.628409,0.651656,3.247693,5.031268,Reference,Executive-Summary.pdf
2020. “,13.565407,3.012715,4.319076,8.060022,10.443517,6.285495,3.973758,2.990752,0.937239,11.308941,2.362637,3.810185,0.745348,2.069079,0.788343,8.864012,1.103446,2.5416,0.905943,0.931161,2.507903,3.127937,1.858493,1.62473,0.907712,0.954548,Adult,Executive-Summary.pdf
Out of School Children and Youth.”,37.097251,4.448361,2.294579,2.82589,3.051386,3.041028,0.844288,3.123344,2.117157,8.139956,1.985057,2.620206,0.462756,1.83166,0.673362,6.628042,0.555337,2.393853,0.972273,0.413577,0.686784,1.205238,11.411645,0.448444,0.415987,0.312537,Adult,Executive-Summary.pdf
"http://uis.unesco.org/en/topic/out-school-children-and-
youth .",23.564546,4.850076,2.380101,3.98896,3.717416,3.202039,0.816922,2.854406,2.166316,5.029951,3.173588,1.807882,0.632098,3.31302,1.126903,16.50154,2.910101,5.307956,1.373229,0.731888,1.994839,1.970701,4.747163,0.869063,0.515237,0.45406,Adult,Executive-Summary.pdf
