Sentence,Accommodation Food Services,Agriculture Forestry Fishing,Arts Entertainment Recreation,Economywide,Educational Services,Health Care Social Assistance,Information Finance Insurance,Manufacturing,Mining Quarrying Oil Gas,Public Administration,Real Estate Rental Leasing,Technical Management Services,Transportation Warehousing,Utilities Construction,WholeSale Retail Trade,Category_Tag,Filename
"In 2015, ISO took steps to resolve these issues when it founded its technical subcommittee 
ISO/TC 20/ SC 16, Unmanned aircraft systems , to develop the ISO 21384 series  for UAS  standards 
on safety and quality for product manufacture, operations and unmanned traffic management, 
which will undoubtably be widely referenced by international civil aviation authorities.",3.479644,5.883308,1.811097,3.991828,2.978098,6.004272,5.964097,19.985281,12.111942,3.254501,3.181401,13.51198,10.099944,4.613162,3.129446,Manufacturing,ISOfocus_143_en.pdf
"ISO 21384-3 , 
Unmanned aircraft systems – Part 3: Operational procedures , was the first International Standard 
on UAS  to be published in December 2019.",3.068729,13.629239,1.986186,10.873386,4.779621,11.159392,7.280969,8.577101,8.118934,3.325563,2.624039,13.045329,5.454502,3.279182,2.797828,Agriculture Forestry Fishing,ISOfocus_143_en.pdf
"It was developed by ISO/TC 20/SC 16 working group WG 3, 
Operations and procedures , convened by Garbett, who is also Chairman of the BSI Committee for 
UK Drone Standards and founder of the Drone Delivery Group.",4.383129,12.817377,2.178427,6.170856,5.068102,9.979088,7.670623,8.475466,7.493943,3.035297,3.952728,16.037087,5.223505,5.51452,1.999851,Technical Management Services,ISOfocus_143_en.pdf
"John Walker, the Chair of ISO/TC 20/SC 16, has oversight of all standards being published within the 
subcommittee and, with the support of the Committee Manager Chris Carnahan, says: “ During the 
pandemic, UAS were used around the world in support of humanitarian and social service applications.",5.090604,9.585178,1.780441,6.676766,3.481939,28.658334,6.063759,3.109352,6.284102,7.468819,2.907952,9.971444,3.570544,3.641735,1.70903,Health Care Social Assistance,ISOfocus_143_en.pdf
"Public acceptance for these hugely beneficial applications has been overwhelmingly positive and 
governments are waking up to the benefits that UAS  can bring to the support of these much-needed 
services.”",7.059841,5.123286,2.608936,14.673933,3.634525,15.161474,7.737994,2.304165,7.27565,10.168386,3.533557,12.041246,2.178693,4.113102,2.385212,Health Care Social Assistance,ISOfocus_143_en.pdf
"He believes this has created an opportunity to expand the use of UAS  for human benefit 
in post- COVID -19.",3.604996,5.875293,2.003738,17.240852,4.787624,24.477449,9.974634,3.568483,5.831141,2.909096,2.057543,8.5239,3.246784,2.577623,3.320844,Health Care Social Assistance,ISOfocus_143_en.pdf
Face-to-face meetings of the standards committees would be a welcome return for Walker.,8.777936,12.690066,7.654503,12.409769,3.339785,16.889133,4.265002,3.13857,5.684467,3.649671,3.590984,7.492321,2.687886,4.031372,3.698535,Health Care Social Assistance,ISOfocus_143_en.pdf
"Although 
working group meetings have been held virtually, he says that in-person meetings are essential 
for meaningful and robust discussions between participants, “ especially within the international 
community where experts from a diverse range of countries come together to shape UAS  standards 
for global users ”.",10.515487,6.843878,3.822462,5.318349,7.487481,14.741344,5.515872,5.642705,9.92615,4.095721,2.747082,12.401854,3.358037,3.767572,3.816005,Health Care Social Assistance,ISOfocus_143_en.pdf
"Frank Fuchs, an international aviation law adviser and Convenor of ISO/TC 20/SC 16’s working group 
WG 1, which has developed ISO 21384-4 , Unmanned aircraft systems – Part 4: Vocabulary , says: “ The 
COVID -19 crisis offered ample opportunity for UAS  systems to prove themselves as technological 
systems that offer support for society and help protect human lives.",3.140519,9.9066,1.666563,7.684506,4.981121,10.526493,10.836654,9.454978,9.970787,3.422174,1.424957,13.150673,7.203982,3.636194,2.9938,Technical Management Services,ISOfocus_143_en.pdf
"Using UAS  in areas with high 
numbers of COVID -19 infections showed that the use of UAS  is very sensible when dealing with such 
a pandemic.”",4.355842,12.388036,1.563608,8.318428,2.436148,33.441917,6.714382,4.951938,5.534967,2.959787,2.192995,5.634613,3.2833,4.499146,1.724893,Health Care Social Assistance,ISOfocus_143_en.pdf
"10 | ISOfocus_143The big challenge
The lack of enabling regulations 
and underpinning safety and 
quality standards has, without 
doubt, slowed the progress of the 
industry to full commercialization, 
but this is changing.",3.0852,4.305615,1.511652,4.070927,1.359814,1.910415,2.29533,39.635988,18.833938,1.312002,0.859165,3.589359,4.177952,2.447781,10.604862,Manufacturing,ISOfocus_143_en.pdf
"As the ISO 
UAS  standards set matures, it is 
informing regulators and initiatives 
such as that called for in the Drone 
Delivery Group white paper entitled 
“ The Commercialisation of the 
UK Drone Industry ”.",4.705884,11.468037,2.271515,7.794577,4.003015,5.053588,8.446897,19.224895,6.200507,3.034416,3.756395,10.362275,5.185722,5.346183,3.146094,Manufacturing,ISOfocus_143_en.pdf
"This initiative 
points to the establishment of test 
and development areas to accelerate 
the evolution of technology, from 
concept to commercial operations, 
while also providing vital intelli -
gence to regulators and standards 
makers.",2.626481,4.312619,2.29094,7.774015,13.202534,2.213304,4.616435,21.519084,13.385021,1.933281,1.294773,10.806419,4.672393,3.451121,5.90158,Manufacturing,ISOfocus_143_en.pdf
"Initiatives such as this and others 
in development by industry and 
governments around the world seek 
to address the operation of UAS  
beyond visual line-of-sight ( BVLOS ).",4.541053,6.801182,3.016458,5.945575,3.685218,10.428661,9.309527,6.805107,11.965347,3.893807,2.028671,20.808963,3.062119,4.440875,3.267437,Technical Management Services,ISOfocus_143_en.pdf
"It is in such operations where the management of UAS  air traffic will 
be essential.",4.267856,7.701103,2.464662,8.536995,1.402981,5.528676,7.492752,5.755288,9.022628,4.405631,5.587282,11.26537,18.273569,4.912111,3.383097,Transportation Warehousing,ISOfocus_143_en.pdf
"Unmanned Traffic 
Management ( UTM ) systems will 
play a vital role and ISO 23629  for 
UAS  traffic management will help 
to level the playing field.",2.750039,5.946141,1.898098,5.294461,1.971101,4.374423,6.970071,4.617833,5.571018,5.579353,5.980071,17.85094,20.2803,8.258374,2.657779,Transportation Warehousing,ISOfocus_143_en.pdf
"Although 
the series is still under development, 
once standards for UTM  have been 
published, they will provide the basis 
for UTM  systems to be developed and 
operated to a globally recognized 
standard.",4.343963,11.033258,2.20361,16.692933,5.144309,6.530165,9.322155,3.903797,6.00954,3.735541,3.4976,14.727344,3.980177,5.753903,3.121706,Economywide,ISOfocus_143_en.pdf
"Walker says the ISO/TC 20/ SC 16 
UTM  work plan for ISO 23629 is 
developing standards that include 
functional structure and require -
ments for UTM  services and service 
providers. “",5.348387,5.540273,1.772995,6.615157,4.712711,6.81825,6.006419,5.809109,8.02729,4.096317,3.859158,21.891588,8.662852,7.199569,3.639924,Technical Management Services,ISOfocus_143_en.pdf
"These UTM  standards 
will serve as the foundation that 
will complement operational proce -
dure standards being developed 
within the ISO 21384 series  and 
other ISO/TC 20/ SC 16 standards 
that support requirements for safe 
commercial UAS  operations.”",4.967387,7.997559,1.366683,9.921455,3.729295,7.517106,9.165402,7.989766,8.214443,3.555753,3.060096,17.11216,6.13974,5.811805,3.451349,Technical Management Services,ISOfocus_143_en.pdf
Drones are an effective border security solution.,3.847952,15.333611,3.398607,15.963308,2.734223,7.725971,7.519661,5.484247,9.255648,2.683262,4.289111,7.983093,5.171105,6.929747,1.680454,Economywide,ISOfocus_143_en.pdf
"The COVID-19 
crisis offered 
ample opportunity  
for UAS systems 
to prove 
themselves.",3.660905,9.45994,2.672765,22.032394,4.814366,7.773312,12.415712,6.364691,7.434952,2.203886,1.879336,8.496856,3.4996,3.979143,3.312142,Economywide,ISOfocus_143_en.pdf
"New class of aircraft
Looking ahead, Walker believes that the development of the 
ISO 23629 series  is as significant as advances in global aerospace 
development, such as the introduction of radar, GPS and the jet 
engine. “",3.120855,15.004811,2.130997,18.520956,5.154135,5.882657,7.570254,10.489678,6.916625,1.88484,2.921501,8.074036,5.606158,3.349696,3.372802,Economywide,ISOfocus_143_en.pdf
"UTM  will allow a new class of aircraft to safely enter civil 
global airspace in support of humankind with services including 
medical and other logistics, law enforcement, and transportation 
in both urban and rural areas.”",5.110991,11.158274,2.930016,9.658367,5.052002,10.581532,7.963575,5.697961,8.513071,3.986988,4.39811,8.297191,9.464348,4.716357,2.471216,Agriculture Forestry Fishing,ISOfocus_143_en.pdf
"Given the rapid pace of technological advancement, Fuchs says 
that ISO standards in general, and this series of standards in 
particular, will become even more important.",3.803154,5.222747,1.524059,20.667055,2.322487,2.946216,5.341549,24.503592,12.081226,2.188013,1.583521,4.531433,4.261232,3.192012,5.831704,Manufacturing,ISOfocus_143_en.pdf
"As Garbett put 
it in an article in Professional Security Magazine when ISO 
announced the new series: “ The standards will deliver a new 
confidence among investors in the safety, security and compli -
ance of commercial drone operations […].",3.942972,6.373936,2.130086,11.69308,2.687237,5.183971,18.001481,16.438843,5.886948,2.380492,4.228075,8.63011,4.513735,3.45929,4.449744,Information Finance Insurance,ISOfocus_143_en.pdf
"Drones are a transform -
ative global phenomenon, offering an unprecedented economic 
opportunity for those businesses and countries with the foresight 
to embrace this technology.”",4.34495,11.249776,4.14627,18.215849,3.21067,4.008518,6.751466,19.613919,8.937415,1.401571,2.771893,4.706243,3.584955,3.423418,3.633087,Manufacturing,ISOfocus_143_en.pdf
Those words certainly resonate today.,6.005541,10.31444,6.729309,29.472988,3.343514,8.480773,5.54045,3.556834,6.119646,2.199456,3.50289,4.786672,2.710844,3.692874,3.543769,Economywide,ISOfocus_143_en.pdf
"As transport and the 
aviation industry recover after COVID -19, there will be a drive 
for aviation to be more sustainable.",4.156863,19.49962,2.632212,11.265247,1.235116,3.070405,2.350043,12.98859,15.641441,1.21607,1.484305,2.018387,12.255485,5.013497,5.172719,Agriculture Forestry Fishing,ISOfocus_143_en.pdf
"Through new developments 
in UTM s and UAS , and with the help of standards such as the 
ISO 21384 and ISO 23629 series, UAS  look set for a great lift-off.",4.779888,8.218084,2.203524,13.197218,3.053152,12.197728,7.334464,6.018744,9.442965,2.625868,4.612871,11.884113,6.759963,4.242043,3.429373,Economywide,ISOfocus_143_en.pdf
"Developing and advancing quality standards for UAS , Walker 
concludes, will underpin the safe evolution of this fast-moving 
and exciting industry.",3.954267,6.203903,1.885998,4.953611,2.631271,4.861307,8.742376,19.16853,12.191946,2.014907,1.802587,16.818499,5.33364,3.67944,5.757719,Manufacturing,ISOfocus_143_en.pdf
Watch this (air)space.,5.662646,10.872618,8.953875,14.34735,2.533842,15.129748,5.318004,4.783198,9.65598,2.62425,3.525691,3.784953,5.531582,4.275598,3.000667,Health Care Social Assistance,ISOfocus_143_en.pdf
"■Drones are  
a transformative 
global 
phenomenon.8 cool uses of drone technology coming to a sky near youThe great  
lift-off of drones
Aerial photography Weather forecasting
Geographic mapping
Law enforcement and  
border control
Precision agricultureShipping and delivery
Emergency management
Wildlife monitoringFlying into an uncertain futureAs the COVID-19 pandemic continues 
to take its toll on lives and economies 
around the world, there is no doubt that 
it has had a severe impact on the aviation 
industry.",4.248266,23.8393,2.862197,12.971345,3.685158,7.858639,5.817719,7.572597,8.145764,2.09433,3.90127,5.335838,3.746685,5.77136,2.149533,Agriculture Forestry Fishing,ISOfocus_143_en.pdf
"Séverin Drogoul, an expert with 
over 35 years’ experience in the industry, 
looks at the challenges and explains how 
the sector can avail of opportunities for a 
sustainable recovery.",2.899308,11.567993,1.659559,5.788862,1.803473,5.813011,3.618984,8.735535,31.80813,1.87056,1.298278,8.097386,2.590011,8.897421,3.55149,Mining Quarrying Oil Gas,ISOfocus_143_en.pdf
"Séverin Drogoul, President of SD Consulting – Aerospace Advisory, is the French 
representative for technical committee ISO/TC 20, Aircraft and space vehicles.",3.789387,8.867852,3.184882,5.593563,3.47192,10.43706,7.616122,7.867057,6.551376,3.314492,4.329739,20.780327,5.950803,6.207307,2.038114,Technical Management Services,ISOfocus_143_en.pdf
"The civil aircraft 
industry will have 
the opportunity 
to transform itself.",3.786117,14.71527,6.528495,19.522262,2.414162,4.413512,4.397449,13.96088,10.427576,1.879723,2.902238,4.990372,3.692107,3.1935,3.176335,Economywide,ISOfocus_143_en.pdf
"Photo: Séverin Drogoul
16 | ISOfocus_143Aviation and the airline industry have had a turbulent history, facing 
major blows, such as the aftermath of 9/11, the SARS  pandemic 
2002-2004, the disruption to air travel caused by the Eyjafjallajökull 
volcano in Iceland in 2010, among others.",5.008718,9.445172,2.825508,15.884747,2.272022,7.65062,6.163349,6.674358,18.052218,2.13397,1.963389,6.060842,6.808942,4.764459,4.291685,Mining Quarrying Oil Gas,ISOfocus_143_en.pdf
"But the shock to the industry 
caused by the COVID -19 pandemic is of another magnitude altogether – 
“ unprecedented ” is the word we see and hear time after time.",3.379129,9.339021,3.336393,29.824561,2.023922,10.398126,6.08927,9.765344,9.062755,2.019489,1.768555,3.700534,2.242273,3.923149,3.127479,Economywide,ISOfocus_143_en.pdf
"As the virus spread around the world and countries went into lock -
down, airlines were grounded and air travel practically ground to a halt.",6.152621,11.793196,4.337886,13.018382,2.490608,7.095932,6.294492,7.679683,10.057151,2.160383,3.029398,4.951788,11.986972,4.413109,4.538399,Economywide,ISOfocus_143_en.pdf
"According to the International Air Transport Association  (IATA ), airlines 
are expected to lose a record  USD  84 billion in 2020, more than three times 
the loss made during the global financial crisis.",6.36477,14.264318,7.177866,16.428238,2.552495,5.85694,8.770071,4.515617,10.269379,2.023159,2.764525,4.035884,6.718207,4.327461,3.931071,Economywide,ISOfocus_143_en.pdf
"Airline stocks have moved into the red, some companies have gone to 
the wall – for example, Flybe in the UK in March, Virgin Australia in 
April – and national airlines are suffering.",7.994025,7.945001,5.025406,16.867707,1.945967,6.316439,8.099342,8.405424,8.687382,1.73559,4.848061,4.776569,7.044202,3.720979,6.587906,Economywide,ISOfocus_143_en.pdf
"The International Airlines 
Group , for instance, which owns British Airways , reported a second-
quarter loss of more than two billion British pounds after its passenger 
business collapsed.",8.772061,9.817061,5.012287,11.85503,2.258397,6.961542,10.880059,5.465727,10.041483,1.744558,3.973645,6.975257,6.778275,5.23763,4.226989,Economywide,ISOfocus_143_en.pdf
"Given the downturn in air travel, economic recession and ongoing health 
fears, it is difficult to see how the industry can respond to the challenges 
and make a sustainable recovery.",4.662995,7.416175,2.130171,12.262711,0.974338,5.6622,3.864255,12.143065,29.793204,1.429388,1.365958,4.088555,4.222487,4.218544,5.765955,Mining Quarrying Oil Gas,ISOfocus_143_en.pdf
"Séverin Drogoul, French representa -
tive for technical committee ISO/TC 20, Aircraft and space vehicles , and 
President of SD Consulting – Aerospace Advisory, has over 35 years’ expe -
rience in the aerospace sector.",2.853739,9.310703,3.392881,7.290172,3.833242,10.823873,8.516008,7.965458,7.899804,2.847397,3.599673,17.245081,6.043504,6.050702,2.327762,Technical Management Services,ISOfocus_143_en.pdf
