Sentence,Accountants,Artists,Books and Literature,Business Owners,Charitable Trusts and NGOs,Consumer Services,Counselors,Doctors,Estate Agents,Family Offices,Financial Advisors,Franchise Operations,Goods Suppliers,Governments,Hospitals,Independent Consultants,Individuals,Intergovernmental and Regulators,International Institutions,Lawyers,Manufacturers,Multi Nationals,Municipalities and Cities,Online Re-Sellers,Organizations,Parents,Philanthropies and Foundations,Politicians,Private Corporations,Professionals,Public Companies,Regional Governments,Restaurants,Retail Shops,Seniors,Service Vendors,Singles,Sports Persons,Students,Universities,Category_Tag,Filename
"Given the likely increase in learning poverty, this crisis could prevent a whole generation from realizing their 
true potential.",0.882797,1.296936,11.642032,0.362304,8.470354,2.315775,1.869795,0.395149,0.242164,0.87102,2.194124,1.821982,0.499446,4.402757,1.12377,0.917416,9.294728,2.686806,7.254085,0.494616,1.355644,0.666797,1.664837,0.663618,5.423024,3.405563,9.452803,1.529054,1.039961,0.86729,1.030963,1.684599,0.528369,0.479878,1.349762,0.778039,1.410653,1.077326,4.246519,2.307245,Books and Literature,Executive-Summary.pdf
"Students who are forced to drop out of school or experience significant declines in learning will 
face lower lifetime productivity and earnings.",2.057152,1.631656,5.749938,0.633442,6.280324,4.242369,2.624477,0.863539,0.512722,1.163993,3.861424,1.436347,0.720784,3.038953,2.183072,1.630589,2.57264,1.427854,1.671118,0.946224,1.502895,0.624903,3.234794,0.587688,6.106829,4.581728,5.234394,1.368154,0.580226,1.584769,1.482879,2.3035,0.585904,1.220766,4.495901,1.433131,1.001517,1.525483,12.204663,3.091258,Students,Executive-Summary.pdf
"Inequality will rise, because these impacts will likely be greater 
for students from poor and marginalized households.",1.095259,1.538044,2.599762,0.335933,8.38113,2.028734,1.433509,0.417327,0.713,1.351093,2.36507,1.12024,0.878378,9.096687,1.204458,0.874517,3.871404,1.610031,1.962343,0.913551,1.390024,0.833877,3.104597,1.26576,7.546255,2.994747,9.046697,2.582579,0.505426,0.888833,0.773133,3.116266,0.50921,0.758101,0.772765,0.948435,0.99576,0.715915,15.50249,1.958661,Students,Executive-Summary.pdf
"The children who need education the most to climb out 
of poverty will be the ones most likely to be deprived of it by the crisis.",0.838482,1.320738,10.664784,0.421861,11.686203,1.340514,2.214714,0.600209,0.250611,1.24187,1.692578,1.171704,0.640357,4.302302,2.474319,0.872563,6.371997,2.014711,4.114064,0.561763,1.455885,0.520972,1.865202,0.341104,5.078487,10.221983,9.781661,2.123806,0.808411,0.984154,0.988752,1.721167,0.733525,0.504184,0.811644,0.568905,0.937781,0.561805,3.80412,1.390109,Charitable Trusts and NGOs,Executive-Summary.pdf
"This decline in economic prospects 
could lead in turn to increase in criminal activities and risky behaviors.",2.928695,1.823165,5.792943,0.523558,3.263554,4.145322,2.998178,0.424981,1.149354,0.8183,4.74623,1.671996,0.962399,4.225339,1.328776,1.51811,3.530144,2.292893,1.601395,6.107392,2.401571,0.993353,7.900929,2.659537,5.741273,1.513965,4.04321,2.887402,0.66419,1.909453,2.926037,2.455823,0.48737,1.286259,0.751956,2.312307,1.486259,1.670059,2.168745,1.887578,Municipalities and Cities,Executive-Summary.pdf
"Social unrest among youth could also 
rise: in many low- and middle-income countries the combination of a youth bulge and poor prospects could 
prove a combustible mix.",0.516356,1.825699,13.185823,0.269506,5.872228,1.617456,2.770741,0.288109,0.32066,1.313124,1.030156,1.916971,0.388019,4.744809,0.929952,0.526104,5.816112,2.467887,3.929724,0.607111,1.655717,0.853746,2.551892,0.963254,10.344553,2.580214,6.79173,2.612649,0.688762,0.826851,1.052277,3.297034,0.777277,0.451621,1.367163,0.618153,3.013908,0.838053,6.777413,1.601185,Books and Literature,Executive-Summary.pdf
"These adverse impacts may reverberate for a long time, as lower human capital in 
the current student cohort—concentrated among the most disadvantaged—perpetuates the vicious cycle of 
poverty and inequality.",1.280278,1.96534,8.616938,0.353013,8.51679,2.451826,2.643413,0.525166,0.570333,0.923977,2.718314,1.397536,0.585276,3.052183,1.390909,0.769671,5.15478,2.04592,3.106343,0.92543,1.55311,0.812322,1.713792,1.17994,6.534,1.812981,6.655881,2.274701,0.463124,1.115082,1.367372,1.667678,0.490049,0.66545,1.982115,0.804345,1.078616,0.979519,15.423478,2.433009,Students,Executive-Summary.pdf
"6THE COVID-19 PANDEMIC:  SHOCKS TO EDUCATION AND POLICY RESPONSES  EXECUTIVE SUMMARYFrom crisis to opportunity: Stop the damage, then build back 
better
These severe consequences—and especially the long-term impacts—are not inevitable.",1.125107,2.222317,10.694245,0.444253,4.076187,4.838876,6.368416,0.490764,0.357793,0.732666,2.038384,2.235151,0.556509,3.251126,1.409125,0.95229,6.712852,6.191176,3.419226,1.161627,2.425817,1.060266,1.592123,0.873142,7.882543,1.62944,3.157314,2.350098,0.470193,1.910035,0.933678,2.28842,0.536673,0.468222,1.205709,1.447282,0.935309,0.919992,7.590839,1.044818,Books and Literature,Executive-Summary.pdf
"There is no doubt 
that there will be significant costs to education, and virtually everything else that societies value, in the short 
term.",1.261494,1.575985,4.447589,0.464674,4.883809,4.371119,1.075027,0.601868,0.401917,1.098184,1.785018,1.739791,1.430594,6.1808,2.013682,0.611303,7.920413,2.573044,2.543199,0.600371,2.995294,1.458616,1.905381,0.950317,4.524388,3.180161,4.626545,1.970657,0.63707,1.528387,2.575096,3.126437,0.767613,1.191313,1.07003,1.276889,0.522844,0.979147,14.392984,2.740948,Students,Executive-Summary.pdf
"But if countries move quickly to support continued learning, they can at least partially mitigate the 
damage.",0.50719,1.411243,3.423353,0.397989,6.198526,6.535961,1.493062,0.35185,0.274556,0.463039,1.011008,2.666384,0.843525,8.359268,1.281134,0.622077,4.636293,10.128086,5.238466,0.519402,2.177028,1.953764,2.059937,2.070555,3.259064,2.387152,3.558251,1.367175,0.698871,1.49621,1.172183,8.438565,0.639187,0.890476,1.246474,1.487292,0.565031,1.196685,5.85518,1.118509,Intergovernmental and Regulators,Executive-Summary.pdf
"And with the right planning and policies, they can use the crisis as an opportunity to build more 
inclusive, efficient, and resilient education systems.",1.076597,0.937796,2.261508,0.582574,7.17539,6.31722,1.648886,0.473235,0.269762,0.761711,1.926312,1.893727,0.560302,7.558703,2.198207,1.401286,5.060006,6.213888,3.055849,0.551114,1.096886,0.677552,3.18935,0.691712,12.538372,3.43676,5.143857,2.325157,0.507813,1.247495,0.792657,2.783978,0.679893,0.395389,0.813403,1.524598,0.883079,0.419124,7.920214,1.008638,Organizations,Executive-Summary.pdf
"The policies to turn this around can be grouped in three overlapping phases: Coping, Managing 
Continuity, and Improving and Accelerating learning .",1.665087,2.1707,2.688094,0.927126,1.919868,24.362688,3.757968,0.535698,0.527854,1.086729,3.904886,3.025578,0.648334,3.843996,0.905582,1.680748,2.458332,3.267453,0.809898,0.816355,2.031806,0.743743,3.804931,1.946426,3.589636,2.479283,1.47307,2.077783,0.437697,2.826104,0.910241,3.539923,0.687141,0.968501,2.751866,2.026702,1.60066,0.989419,3.67536,0.436734,Consumer Services,Executive-Summary.pdf
"Phase 1: Coping:  For the first phase, as countries cope with sudden school closures, the priority is to 
protect student health and safety and prevent learning loss .",0.678881,1.457371,7.743961,0.590437,5.786542,8.703159,5.207009,0.65208,0.259049,0.810504,1.60907,2.154046,0.545565,2.003297,3.029466,0.684244,4.492381,3.182988,3.566431,0.627179,2.58209,0.90063,1.671379,0.699073,3.537722,2.44486,2.844395,1.458927,0.582436,1.169606,0.950945,2.044376,0.684745,0.703172,1.250585,1.485379,1.12339,0.761552,18.180868,1.140211,Students,Executive-Summary.pdf
"∞In addition to protecting students and families from infection, many countries are putting in place sup-
plemental nutrition or cash transfer programs  to ensure that students who ordinarily depend on school 
feeding programs do not go hungry.",0.975653,0.735801,3.671401,0.45309,8.33667,4.847508,1.473148,0.628137,0.257036,1.787682,1.570815,3.335372,2.506144,6.100658,3.553924,0.751162,2.26023,4.119056,8.044241,0.435474,5.127488,1.526593,2.749647,1.362411,3.87486,1.723749,5.194076,1.055257,0.644732,0.696149,2.723985,2.97988,2.23827,1.266772,1.694059,2.407568,0.556936,0.518515,4.996268,0.819581,Charitable Trusts and NGOs,Executive-Summary.pdf
"∞To prevent learning loss, emergency remote-learning programs  have been deployed across the world, 
from Nigeria to Norway.",0.903737,1.488097,2.995033,0.590908,5.450247,11.651327,2.430143,0.621526,0.296733,0.994989,1.418302,2.279046,0.958406,1.943506,1.804903,1.662098,2.207287,4.336771,13.129773,0.477748,2.091923,1.781097,2.268507,2.957906,4.143247,0.976976,3.443649,0.785233,1.116338,1.988057,1.328163,3.049885,0.571527,1.442857,1.852039,5.040803,0.850109,1.222747,4.712811,0.735545,International Institutions,Executive-Summary.pdf
"The best use platforms (such as TV, radio, and smartphones) that can reach every 
child, regardless of household income.",0.735538,1.817716,1.362299,0.838894,3.991007,7.444824,2.126536,0.867416,0.598505,5.842946,1.603143,2.774822,3.848654,3.819076,2.916258,1.759328,2.756644,2.773107,2.754934,0.763717,6.648199,1.296113,4.710816,2.806543,2.960028,3.300718,2.771539,1.817686,0.810999,1.967969,2.466857,1.668027,1.102378,2.3814,1.365288,4.758057,2.146383,0.747227,1.959774,0.918635,Consumer Services,Executive-Summary.pdf
"These inclusive approaches are critical: without explicit policies to 
reach disadvantaged households, only wealthier and more educated families will be able to cope with the 
shock.",1.492016,1.333991,3.192054,0.529878,11.529348,4.67844,3.921258,1.073195,0.535124,5.384079,5.375961,2.054065,0.851477,4.302528,2.308692,2.315297,3.076265,2.957637,2.293065,0.844109,1.33237,0.772366,1.761208,0.706325,4.05665,7.190904,7.857114,2.63532,0.874464,1.392923,0.576236,2.129802,0.905095,0.546544,1.386853,1.389935,1.716771,0.49951,1.409212,0.81192,Charitable Trusts and NGOs,Executive-Summary.pdf
"∞Beyond providing remote learning, education systems should proactively prevent dropout through com -
munication and targeted financial support for at-risk students .",1.40971,0.974539,2.969322,0.71955,7.790873,11.391159,3.371675,0.452073,0.51325,1.313986,4.274618,2.107627,1.0704,1.794522,1.913928,1.923558,2.426863,3.847452,3.281252,1.1667,1.995216,0.963454,1.576768,2.34354,4.866111,2.120897,4.503969,1.253094,1.352878,1.41618,2.792081,1.805056,0.597166,0.905733,1.75326,4.649703,0.798673,1.259069,6.662083,1.672015,Consumer Services,Executive-Summary.pdf
"Outreach to families can also be an im -
portant channel for providing guidance and resources on how best to support children at home while 
schools are closed.",0.843688,0.961271,1.429672,1.06392,8.227762,8.307028,10.876407,0.798327,0.973022,9.5182,3.204242,1.223499,0.775783,1.883621,2.146471,2.381356,1.193327,1.504551,2.023818,0.721495,1.121301,0.501343,3.343813,0.714833,5.274284,4.196437,5.163859,1.358065,1.168352,1.963659,0.694377,1.690583,0.841882,0.726721,1.774544,4.590024,1.126869,0.405209,2.621499,0.664888,Counselors,Executive-Summary.pdf
"Figure 2.1: The three overlapping phases of the education response
While schools are closed:
• Protect health, safety, and 
nutrition
• Prevent learning loss 
through remote learning
• Draw on tertiary educationAs schools reopen:
• Prevent increase in dropout
• Protect health and safety at 
school
• Prepare for staggered and 
partial reopenings
• Prepare teachers to assess 
learning losses and close 
learning gaps
• Provide adequate ﬁnancing 
for recovery needs, especially 
for disadvantaged studentsThroughout, seize 
opportunities to improve the 
system for the long term:
• Scale up eﬀective 
COVID-response approaches 
(e.g. incorporate remote 
learning, teach at the right 
level, track at-risk students to 
prevent dropout)
• Focus on creating 
build-back-better education 
systems
• Protect and enhance 
education ﬁnancingCopingManaging
continuityImproving and
acceleratingSeize opportunities to make education more inclusive, 
eﬀective, and resilient than it was before the crisis GOAL: 
7EXECUTIVE SUMMARY THE COVID-19 PANDEMIC:  SHOCKS TO EDUCATION AND POLICY RESPONSES  ∞Finally, countries should draw on their universities and other post-secondary institutions  for technology 
support (for example, to ramp up remote learning), rapid training (such as training of nurses and laboratory 
technicians), and access to global knowledge.",1.052201,2.907747,7.75823,0.603952,3.275496,13.822199,3.734004,0.55654,0.435591,0.929203,2.032875,2.818809,0.86119,2.732727,2.18716,1.003628,2.845651,3.454466,2.120941,0.61911,3.569788,0.745723,2.910516,1.579525,4.722085,2.575188,2.392935,1.816575,0.908673,1.100562,1.363393,3.002612,1.214147,1.03263,1.510543,2.110957,1.062866,0.856392,8.245619,1.527552,Consumer Services,Executive-Summary.pdf
"Phase 2: Managing Continuity:  As rules around social distancing are gradually relaxed, systems need to 
ensure that schools reopen safely, student dropout is minimized, and learning recovery starts.",0.712649,1.518093,4.686788,0.951366,4.00445,18.148359,4.091262,0.398969,0.426047,0.913414,1.52159,3.814169,0.622928,2.788478,1.934325,1.269567,1.929773,3.479978,1.345636,0.711434,2.188623,0.634604,3.239404,2.419135,4.609762,2.746799,2.423389,1.974579,1.061262,1.025789,1.431419,2.218814,0.745585,0.936187,1.83948,2.517798,1.203963,0.728779,9.206008,1.579348,Consumer Services,Executive-Summary.pdf
"Reopening 
of schools may be a complex process, with staggered openings and possibly cycles of re-closing during flareups.",0.790193,2.305754,12.643106,0.759516,1.504462,16.392347,1.804338,0.364875,0.469166,1.094258,1.298298,4.951895,0.478877,2.309743,3.19425,0.464381,4.043582,0.981599,1.783957,0.368158,2.993301,1.296369,2.451394,1.124167,4.834356,2.948232,1.307073,0.774067,0.937064,0.799745,2.530301,1.842209,1.073189,1.248462,0.848032,1.619171,0.711085,0.690019,8.877066,3.091941,Consumer Services,Executive-Summary.pdf
"Systems need to start planning for this, learning from the experience of systems like China and Singapore 
that have been through the process.",1.176783,0.909624,1.558341,0.798253,2.378084,15.425065,0.797673,0.456939,0.311987,0.838115,1.476141,3.271639,0.939848,10.649329,1.681261,1.037064,2.507796,3.812513,1.544803,0.452952,1.954175,1.570205,9.373411,0.930137,7.91199,1.017006,1.693074,0.938048,1.155407,1.216228,1.550647,8.589095,0.646602,0.601265,0.841361,4.674877,0.417301,0.482423,1.699097,0.713441,Consumer Services,Executive-Summary.pdf
"Beyond ensuring healthy schools, much more needs to be done:
 ∞In many low- and middle-income countries, reopening would need to be preceded by reenrollment cam -
paigns  to minimize student dropout.",0.788408,1.299396,4.052001,0.618837,6.21339,11.711242,2.228817,0.530574,0.422808,1.015321,1.745942,3.067377,0.91218,5.161276,3.176591,0.755506,3.975792,1.676942,2.9167,0.399446,3.1799,1.328443,3.198908,1.480079,4.019334,3.224072,3.678958,1.360187,0.744292,1.020766,1.728407,4.007868,1.04791,1.133498,1.351705,1.869904,0.708535,0.65704,9.936575,1.655071,Consumer Services,Executive-Summary.pdf
"Groups that may be at higher risk of dropout (such as girls or stu -
dents from marginalized communities) should receive targeted support and communications.",0.864171,1.113624,1.451693,0.660279,12.227258,3.6408,9.651377,0.540331,0.881529,1.300602,2.649936,1.727966,1.024899,1.245529,1.75502,1.855126,2.093112,2.730189,1.764575,1.533298,1.614099,0.69189,1.773625,1.462455,15.026878,1.279179,7.73165,2.759544,0.688375,1.576465,1.100491,1.482875,0.543831,0.572852,1.267639,2.44531,2.973505,0.921425,2.455455,0.921143,Organizations,Executive-Summary.pdf
"∞Once students are back in school, learning recovery  is a top priority, to prevent permanent impacts on 
the opportunities of children and youth.",0.669479,2.34194,5.570933,0.366213,6.551095,8.104422,4.73659,0.541061,0.304434,0.815126,1.4419,2.114382,0.94344,2.419292,3.097447,0.645187,4.819959,1.725755,2.657995,0.672081,3.556938,0.601941,3.032723,2.751485,4.809996,4.109467,3.926673,1.489971,0.672333,1.086943,0.947998,1.790895,0.751116,0.887803,1.388958,1.879283,1.360463,1.030843,11.233438,2.152001,Students,Executive-Summary.pdf
"This will require a raft of measures targeted at reversing learn -
ing losses, from improved classroom assessment to more focused pedagogies and curriculum (to allow 
teaching at the right post-closures level) to blended use of teaching and technology.",1.352334,2.921791,3.704362,0.471153,4.155656,20.690491,2.990431,0.750237,0.567725,0.920792,3.055557,1.500473,1.130559,3.426506,2.275818,1.220939,2.866705,2.221224,1.003818,0.872223,2.94653,0.554157,3.204264,1.457271,4.204358,2.897985,3.046556,1.449841,0.528298,2.300689,1.03344,2.271548,0.67611,1.186418,1.544585,3.623952,0.501477,0.907297,6.24532,1.321112,Consumer Services,Executive-Summary.pdf
"These efforts will 
need clear system-level guidance and materials, as well as focused, practical training for principals and 
teachers.",1.432335,1.691766,1.314457,1.017651,3.208708,30.777829,2.220936,0.987273,0.61633,1.054391,2.055548,1.802897,1.082779,3.466205,1.698751,2.17667,2.577942,2.58691,0.59584,0.850455,1.399102,0.439485,2.827169,0.80584,3.218325,3.161601,2.205748,2.111651,1.326706,4.140881,0.788106,2.030215,0.547843,0.830977,1.389275,4.791102,0.514941,0.759493,2.697067,0.7988,Consumer Services,Executive-Summary.pdf
